11.12.2021 00:00;5,89586;13,1854;8,98321;23,5527;29,8497;29,944;18,4319;9,26047;43,2383;30,1416;32,4573;27,613713;34,60008;34,9;21,993264;65,721732;32,1;31,644346;42,9;38,609302;37,9;54,762711;30,81267;20,979551;20;17,9822;27;29,5;17,6;38,4;40,4;40,2;39,5;42;39,5;34,4;32,5;33,5;37,4;;23,8697;15,5;6,5;32,3521;40,8166;41,5164;41,9798;42,3258;41,3093;35,0873;42,1293;15,8457;35,5316;36,1033;5,66218;27,4053;29,5786;40,185;38,2065;27,9;26,420529;14,826704;25,928308;19,40008;28,980192;35,98;41,326945;19,907137;43,32478;26,787009;28,093745;37,133681;26,4923;37,8911;44,6616;12,7;9,2;3,5;9;18;31,2551;4,72151;21,6571;8,7304;28,7845;31,5236;21,5848;27,9845;39,2202;34,369;33,3812;23,5432;36,3704;29,6239;18,0832;34,5079;18;33,6;27,5;28;40,7535;48,67;42,7619;36,3977;41,2358;48,4745;51,5219;37,7986;46,1479;40,4622;45,3383;16,0773;47,7071;45,8928;28,3884;32,7807;14,144;26,3033;16,6105;12,9237;22,8447;18,8736;8,96704;32,658;42,2793;41,9792;36,311;27,7242;28,0129;48,6195;31,1272;33,8371;19,6692;27,3135;28,5354;24,2404;32,7995;34,7766;18,139
11.12.2021 01:00;5,59738;27,9014;7,69049;18,8157;23,6661;31,9373;15,9566;8,43176;39,0531;27,0495;32,1216;25,597755;34,001203;31,7;22,445549;66,643304;31;30,811387;43,2;39,606095;33;51,435445;29,627426;22,586367;21,4;16,77701;26,1;29,4;21,3;38,2;39,6;38,2;38,9;38,9;37,3;32,5;31,5;32,3;34,3;33,7128;24,4513;17,4;7,2;29,0629;41,274;38,6766;41,1847;42,2626;39,6855;33,6863;39,5487;11,8335;35,6427;35,8877;4,94464;25,8609;26,0191;38,0977;42,8893;26,1;28,953569;15,880032;27,514354;18,16672;25,8668;36,92;41,966961;19,867362;37,34868;30,913953;26,673617;31,53344;28,4319;40,6212;41,221;17,4;7,3;2,7;9,1;16;10,7423;6,20373;20,7776;6,5646;29,0712;28,981;21,1021;23,4045;32,2457;33,1769;31,939;21,678;29,3534;22,2737;22,2184;30,7669;20;31,7;24,4;23;43,7639;38,3792;41,4208;35,8918;40,5827;48,1001;47,7281;36,8044;46,0188;40,6077;43,9675;21,2487;44,146;44,8008;27,8313;33,024;12,6187;18,9362;13,7106;12,7809;19,001;17,7078;9,1568;31,4611;44,8021;43,7977;35,6121;27,5288;26,0045;47,0039;29,4438;32,9693;17,5538;24,7838;26,8115;20,8243;27,0047;32,6336;18,5576
11.12.2021 02:00;5,40352;40,792;7,05262;14,2566;24,303;31,5453;15,6273;8,14937;36,0986;23,5346;24,9006;28,65004;35,70008;30;20,569366;68,409222;30,3;30,998877;44,6;37,469687;33,1;49,013793;29,469447;20,579551;19,9;14,25185;25,7;25,8;19,2;36,9;37,8;34,4;37,7;36,1;34,9;31,7;31,1;30,1;33,6;31,8537;24,1974;15;11,4;28,2838;36,1332;37,9994;39,4622;;37,1231;34,3549;39,5104;11,1669;34,4222;35,5292;4,34236;23,4549;25,1582;37,4555;40,8987;25,4;27,886768;18,880032;32,966881;16,026704;28,820289;36,72;40,787169;18,987169;31,51532;28,733841;24,606816;24,893424;21,5774;39,5646;40,8886;17,1;10,8;2,9;12,7;18,7;17,4376;7,83999;16,7337;4,0099;26,9299;27,8182;19,2003;21,8364;30,0782;29,2865;32,3491;19,9531;26,0179;19,1072;19,4967;23,0867;19;33,5;22,3;21;42,9206;36,9276;36,8809;37,0689;40,2673;46,1127;48,2057;38,0982;44,004;41,2312;44,2277;17,5617;40,1849;41,8967;27,673;32,0276;12,8593;18,2006;10,908;12,7803;15,4591;22,688;9,26596;32,0336;46,8616;44,2199;36,0675;27,2795;24,1204;45,7738;29,5794;31,5666;16,6418;21,7039;25,6674;21,1101;26,806;30,2165;18,6856
11.12.2021 03:00;5,73706;36,055;7,14982;20,606;25,4252;31,5772;14,2311;7,74891;32,3032;18,4859;19,5013;31,694387;37,241059;34,4;20,567121;68,163753;29,4;31,345469;43;35,343545;32,8;50,470569;30,15814;19,739775;21,3;11,2867;25;25,2;17,3;33,6;36,7;32,7;35,7;36,3;34,9;30,2;28,8;28,4;36;32,0297;26,0903;16,1;19,3;28,3778;34,2654;37,9043;38,5009;39,7924;34,3585;35,7024;41,5382;9,83565;34,07;35,0337;4,87029;19,5534;26,3585;39,9816;42,4969;24,6;25,06672;18,873376;31,080112;17,626704;30,640337;35,58;40,113953;15,553729;30,2348;24,420209;24,053488;23,753408;27,1424;36,4645;38,7703;13,4;11,4;2,8;14,2;17,6;9,75161;7,65293;16,3726;3,23663;26,0408;27,1787;17,5301;22,2795;22,1679;21,4855;21,4609;15,7328;20,5849;17,6416;19,3388;19,4069;19;28,5;26,9;22;39,565;35,6174;29,4968;37,7872;40,0545;46,5163;52,1908;39,5147;45,7292;41,2004;43,9043;10,8166;43,3291;40,2019;25,965;31,7275;14,5843;19,4865;11,779;11,2629;14,5115;24,566;8,72013;33,3147;45,9784;43,8331;35,8086;27,014;23,3124;45,1678;30,492;29,9324;15,8967;20,4163;23,0351;24,7392;27,2188;24,9314;17,1544
11.12.2021 04:00;4,44274;30,3886;6,97614;31,7881;22,4423;29,4804;15,805;7,6156;27,2157;15,9078;18,3349;32,797835;38,605854;32,9;22,083079;70,804651;29;35,543224;43,6;35,202566;32,8;50,46263;30,699038;19,139775;18;9,33544;24;24,8;16,2;32,3;35,8;29;35,5;36,1;32,7;21,6;28,5;27,1;33,1;33,5896;24,0253;17,9;20,5;27,9811;33,2956;41,2965;38,7667;39,0807;;33,6778;39,965;9,20787;34,1157;34,5727;5,73494;18,7063;26,1503;40,923;44,2065;23,8;23,66672;17,83336;28,00008;17,726704;26,906816;34,12;38,334002;15,206977;30,36881;22,173456;21,726784;22,660064;25,9697;36,8575;40,0473;13,1;10,3;2,6;14,4;16,2;8,76658;7,40052;14,8313;2,67259;24,5725;25,8752;17,1966;23,0968;20,0993;18,3188;18,3433;14,1169;17,361;16,9492;21,0132;17,3339;19;26,5;29,9;21;38,0085;29,9497;27,7845;38,4664;38,914;44,3297;47,7594;41,8144;46,3977;40,8148;42,0199;16,6158;42,5866;39,4913;24,5352;30,9537;13,5125;25,4105;12,1651;10,531;13,3952;23,0454;8,42824;33,9329;44,4176;43,1459;36,231;29,0657;22,5276;44,9522;30,8526;28,1765;15,0798;19,7596;22,3143;23,3997;;26,375;18,1008
11.12.2021 05:00;3,7284;31,984;7,04466;29,1346;25,4412;31,018;15,3411;9,67047;31,3648;14,9109;20,7654;32,817161;36,835365;32,8;21,267121;73,497835;27;38,948917;43,7;35,254771;31,3;49,833039;28,594467;23,079551;14,4;8,4172;23,6;22;14,7;31,6;32,5;28,2;33;36;32,2;18,9;29,4;26,4;33,5;36,0262;25,0923;14,9;14,3;30,9154;32,2412;39,7579;37,8167;36,2664;35,5393;34,5281;36,2818;8,18973;33,8661;34,4765;6,2225;32,2634;38,0828;42,2937;43,4523;20,4;25,406736;15,63336;26,060064;18,76672;27,013553;32,93;37,507298;15,353649;27,58091;24,933601;18,740096;22,50008;29,6003;35,2493;40,0162;13,3;12,2;2,7;15,2;17,1;10,7365;7,31172;15,0878;2,56371;22,4075;27,7097;17,9577;22,3401;22,4273;21,3903;22,2427;14,9086;17,1485;17,5698;19,6077;16,1585;19;26,7;28,1;21;39,1342;35,1771;32,4982;39,6534;38,2122;42,1808;49,4442;41,5616;47,2106;42,2106;39,1036;21,7851;42,0635;39,6113;25,0881;28,6598;12,7807;29,4188;10,2435;10,9868;13,3404;19,2214;8,69104;34,5104;43,9635;42,546;35,5769;28,7699;22,4096;45,6777;31,1687;28,3996;14,955;20,357;22,154;23,9823;22,8829;29,2212;18,9458
11.12.2021 06:00;4,21702;28,3459;7,33836;33,0803;30,8497;31,7865;14,1103;13,4993;52,1193;14,8631;26,3489;32,860385;42,062871;29,6;20,322775;70,43761;26,9;45,818444;43,9;28,764956;31,6;51,669687;28,355894;25,879551;13,1;8,14938;21,9;20,5;14,4;30,3;30,2;29,9;33,5;37,4;27,3;20,6;29,1;29;30,9;36,7617;24,4322;13,3;15;30,7014;19,2797;35,9562;37,2883;39,3367;39,452;33,1944;37,3488;9,79502;36,7617;34,8664;6,03555;37,5315;55,4528;42,9656;37,5458;22,6;26,153408;14,93336;25,606736;19,16672;28,033601;32,32;38,574098;15,440337;30,0012;24,800321;16,093424;27,720209;32,6346;39,7275;43,0572;15,3;12,7;2;17,2;15,8;11,8001;7,97708;14,8244;3,41137;19,9117;28,19;17,8176;23,7207;22,3619;21,7039;24,9395;14,4299;19,0779;17,1097;19,9074;16,9146;18;25,7;32,1;20;40,1924;32,2276;31,7668;40,2662;37,4493;42,4119;50,2464;40,9657;48,836;44,5847;38,4626;24,5033;38,8657;38,7424;22,3024;29,9791;15,0655;28,3656;12,0822;14,6138;16,1893;24,728;8,34964;34,6361;44,0492;41,2694;33,2862;28,2308;25,4088;46,0064;30,7772;28,7336;13,632;24,1391;21,8724;24,4917;22,9413;40,8594;17,883
11.12.2021 07:00;6,15452;26,6862;8,40749;41,5233;32,3362;30,2038;14,6257;14,9178;60,1907;15,8659;33,1977;32,833119;37,527506;31,1;21,813713;71,746752;27;40,75012;44,1;33,126383;32,2;49,597915;27,677466;28,619326;16;6,90593;22,2;20,8;18,4;27,5;28,4;29,1;35,5;37,9;30,6;30,8;27,9;27,5;34,4;35,7719;23,6982;11,7;10,3;28,6449;15,0876;40,1493;37,6372;47,8377;40,8212;35,7937;41,7453;9,44847;37,2307;33,3177;5,70148;38,146;46,5391;45,5712;48,1086;20,5;25,760064;14,43336;24,406736;19,646752;29,647394;33,42;38,674338;17,280754;35,5486;24,540658;20,606977;33,180593;37,644;41,7899;42,5736;15,9;14,3;1,3;17,7;15,9;15,2868;5,2306;17,6531;5,3186;19,2187;31,701;19,5501;25,402;22,5894;22,4842;26,7703;16,1526;19,2453;16,209;21,0552;17,8738;17;21,1;29,1;24;40,9965;33,3469;33,1297;40,78;37,2167;42,7959;56,5119;40,2306;36,4659;45,0903;37,8154;21,664;40,8759;38,1274;21,8382;29,0597;9,75492;30,1846;18,642;18,0507;18,9469;26,2985;8,24052;35,5799;43,4429;41,9963;33,0123;28,0355;25,3764;46,1063;31,5499;29,3274;14,1456;21,6157;24,5451;23,9329;23,2177;28,1377;16,3534
11.12.2021 08:00;5,43964;29,4772;9,20309;40,8154;35,041;28,7756;18,6593;15,6099;63,3175;17,755;40,852;32,017161;37,467201;28,4;23,159182;67,178589;26,5;40,654611;43;33,437851;31,9;45,972895;26,661588;31,719326;18,2;5,45205;22,3;25,4;23,4;26,1;27,8;29,2;37,7;41,1;34,1;28,2;26,2;27,2;36;35,7054;23,9064;12,4;24,2;23,8559;14,3511;40,8435;37,7422;53,2747;40,0474;39,264;43,8974;12,3969;38,7932;33,75;6,99686;31,2102;34,3491;44,8395;57,0562;21,6;26,826864;13,626704;26,407057;19,760305;31,054932;34,32;39,427907;15,521411;37,63136;24,48765;22,607298;33,914354;38,8496;39,9693;43,3375;15,3;18,3;1,6;18,5;16,7;13,9202;5,29952;17,4013;6,5943;17,2511;35,3671;22,9296;25,3945;21,9671;22,8952;24,7408;23,1377;25,6533;14,7487;23,8519;19,4993;15;22,9;28,8;24;42,1115;35,7225;33,82;39,7554;39,0537;45,0478;59,167;39,7877;35,0958;43,1464;36,3434;25,9782;43,267;40,5312;20,7659;27,8377;9,39854;30,7349;16,0337;20,9917;19,4137;28,4824;7,79389;34,9591;41,8626;41,5932;34,8397;24,5784;24,9543;48,6471;32,0937;28,3735;15,8165;23,0104;24,7857;22,107;24,3759;29,6875;18,5634
11.12.2021 09:00;4,53834;26,3994;10,5532;37,9723;32,5602;28,0193;14,2517;26,1657;68,0539;22,4931;37,9484;33,000241;37,155894;23;23,210425;69,28324;20,6;35,316038;37,7;33,415237;30,1;42,116199;24,106014;28,156856;19,4;4,66772;20,6;26,4;21,3;21,9;32;27,7;38,2;39,8;37,3;19,2;24,4;24,7;32;33,084;25,3207;11;24,2;25,0934;14,8037;41,9918;30,8953;53,8642;39,8641;34,7044;42,695;23,2108;36,1265;30,4348;13,7521;28,5637;30,6286;40,7823;62,8703;18,9;22,707057;13,420128;23,773937;18,920529;30,822133;35,11;39,721572;15,421331;39,19174;24,221492;21,574579;33,835365;33,2177;33,3171;37,6226;15,6;21,8;1,4;14,6;17,1;12,3289;2,49143;16,8745;7,1175;16,1907;37,4736;24,5044;26,5073;23,8982;21,2733;23,4761;18,3962;28,4963;13,3575;22,2243;19,1762;11;23;29,7;22;38,2432;38,359;32,1508;38,6146;39,9775;44,4439;57,9548;39,3654;37,7824;38,3972;36,5107;31,5905;42,8559;40,1813;14,0734;27,8637;12,147;28,3688;17,3456;17,7114;20,9969;25,5852;7,11269;29,0994;36,1516;41,4248;36,9191;19,8303;23,8646;47,4593;32,6762;26,3904;17,6711;21,6109;21,7898;20,8296;21,2598;28,6301;16,0874
11.12.2021 10:00;6,27455;27,365;12,1332;36,7996;34,5431;24,8135;22,0919;14,1143;65,0781;22,586;37,4672;30,080914;35,396872;20,4;21,628709;68,493585;19,8;31,44571;31,3;32,269767;27,4;32,238893;21,977546;25,040978;18,4;3,90252;23,6;27,7;22;20,4;34,5;24,3;40,1;51;39,5;18,5;24,7;24,3;34,9;31,2256;21,7267;7,8;25,9;26,2093;13,2744;28,5398;28,71;52,2433;40,9641;36,4241;41,7533;38,2734;35,708;32,291;8,09466;27,0267;30,1443;37,1425;71,0159;15,8;19,307137;10,693504;20,094066;15,373937;29,595429;34,4;40,975541;16,167763;44,21443;26,355654;20,247715;34,542502;31,5458;32,4966;30,3859;15,8;24,3;1,6;12,7;14,1;15,4723;1,65057;18,3924;6,6538;17,4563;36,354;25,6672;26,4541;22,7886;23,8364;;20,01;22,3773;12,3341;18,4302;19,2442;8;22;30,9;21;47,619;37,6717;35,918;36,3128;42,993;42,6073;56,236;37,8996;28,9914;33,4568;37,0986;31,2607;41,9992;41,056;13,8397;30,2616;11,7248;21,4712;17,0577;16,8465;24,0657;22,8345;6,46416;32,5507;31,137;;31,2992;17,1289;20,0855;47,9933;32,4781;24,9739;16,5988;21,6855;19,4423;19,3845;19,3463;26,2645;12,6957
11.12.2021 11:00;7,4244;35,6652;11,9351;39,2188;38,9022;22,91;29,6479;9,86858;80,3959;18,4816;42,1447;32,311708;35,178909;19,8;22,860545;66,477707;22,1;30,991179;29;28,752606;26,3;30,712751;24,34579;23,41259;19,3;3,13732;29,5;27,7;25,2;22,3;48,5;26;45,6;53,5;34,1;15,9;22,4;26,2;45,1;33,1463;25,07;8,6;28,4;25,8486;11,7317;26,3341;27,1003;53,6741;41,0145;37,4348;38,2591;32,6021;34,9793;33,3272;5,06946;30,1984;32,2857;37,504;61,0395;15,9;18,480513;9,440176;21,994226;15,767362;30,975621;33,27;42,389174;15,040978;48,93504;27,082438;21,081556;34,549479;28,0994;27,8918;29,1705;10,8;24,4;1,5;16,1;13;16,4173;1,4157;19,6129;0,49026;15,7484;40,6181;25,886;26,0742;23,3312;23,6616;27,5248;17,336;17,6267;12,6518;18,402;20,9192;8;25,5;32;26;45,0647;42,2743;38,4344;36,1211;46,8225;33,7781;59,0653;26,8604;25,7914;36,4093;39,0967;21,7272;38,4434;45,4461;13,1317;33,3155;10,0316;21,1106;23,047;14,5088;20,2295;23,6035;7,27784;33,9012;30,0263;;30,771;18,374;18,5177;52,2571;35,7772;26,9592;17,7062;23,414;20,8365;17,1336;19,5425;23,7986;10,9202
11.12.2021 12:00;11,028;21,6051;11,5108;40,3788;30,1061;20,4504;29,3375;9,00233;76,8364;27,6342;48,0841;34,739054;32,625501;25,4;25,748196;62,290056;25,5;33,892382;27,3;25,566159;27,4;32,879792;29,423256;22,493264;18,7;2,52516;34,8;26,1;22,7;21,4;38,9;26,3;47,5;51,4;32,5;15,3;28,7;27,4;42,9;30,8884;23,7672;6,6;22,5;25,624;10,8309;23,0922;25,9548;51,0276;37,3801;37,6213;38,0504;24,6338;35,9714;32,7998;6,43069;33,955;37,771;41,7074;44,9883;15,6;17,940497;9,760144;26,201363;17,594146;31,942181;33,95;36,855012;18,301123;64,11283;27,748917;23,755333;45,971211;24,8883;14,8403;27,6218;11,2;32,1;2,1;17,7;13,6;16,614;1,06931;21,7713;1,29117;16,7751;38,3492;27,4979;25,8457;25,3366;26,5935;29,0653;19,9393;17,48;14,9543;17,8509;25,6427;8;30,3;38,9;28;47,4665;40,6613;46,9996;36,9062;52,3523;23,0688;61,376;24,096;21,5392;40,7176;45,6527;19,1529;29,3747;30,5585;17,2733;35,0215;9,543;21,3825;13,2364;17,4846;19,3601;21,8334;7,04733;34,8676;32,9315;;35,9832;20,3913;20,6553;53,9104;39,0329;30,806;18,6925;23,9701;18,9052;19,4684;21,8469;23,6498;11,1597
11.12.2021 13:00;7,1939;30,3886;12,3568;36,0672;31,0858;15,1202;25,7017;10,9202;86,68;32,9682;51,2878;33,477626;34,797113;27;24,684523;59,126383;24;33,390136;28,6;26,760465;29,5;36,287731;28,5834;18,87506;23,7;5,14597;30,2;19,8;21,5;22,2;40,7;26,5;45,5;46,5;33,4;20,3;33,3;30,8;31,2;34,3831;19,2862;6,3;18,8;23,0221;13,7346;22,996;27,2877;45,1216;38,1837;38,1125;42,7566;15,57;39,7274;28,8579;11,5926;37,5756;43,4231;48,2161;26,2507;17,1;17,920529;10,560144;22,247795;20,027666;32,515237;33,05;39,741941;18,694306;61,7587;26,47514;19,12101;51,205453;23,346;13,3261;29,3612;11,8;29,7;2,6;15,6;14,3;17,6291;1,6001;27,2078;2,97355;17,5884;35,0245;24,5399;24,4673;29,2019;28,4655;31,5028;23,0458;25,2904;16,9035;20,7768;30,1659;8;41,4;48,1;21;54,202;45,367;45,0717;44,0479;56,2419;21,5063;40,0063;20,5811;19,5859;48,219;49,9271;21,1318;19,1683;19,7037;24,3121;49,3296;9,58124;23,3551;11,9936;20,0778;18,8513;21,7177;7,23791;39,1216;39,143;;43,1303;22,7039;21,4422;52,9199;39,6678;31,4949;20,3899;26,0122;21,7748;18,2261;23,4435;27,0968;11,0237
11.12.2021 14:00;8,88549;25,8911;14,8844;37,4024;39,6996;10,908;23,472;14,7527;102,033;43,8586;51,4089;34,786688;37,322053;30,4;24,007137;57,286608;25,5;32,446832;30,9;31,292302;32,7;42,50818;27,062711;19,882999;26,6;7,17375;30,5;17,7;31,8;28,3;47,8;29,2;44,7;42,9;34;23,4;31,3;42;34,9;31;15,671;6,8;14,3;28,2424;19,0971;23,7832;35,0244;53,8313;44,3032;39,8594;48,2945;16,33;41,8678;30,9298;12,5448;31,6303;38,6532;44,8282;20,5349;22;19,353729;11,520128;20,120449;21,981235;34,422053;33,25;40,37482;24,934643;66,94812;28,635525;19,900962;52,539134;24,8814;12,7477;27,8051;12,5;28,4;2,5;16,2;14,5;19,1413;4,84695;27,9147;5,55;17,6872;46,6161;34,9625;24,97;33,4913;30,0033;15,4597;21,3374;26,8346;18,7803;20,349;27,9495;10;35,7;46,2;23;39,1659;50,5241;41,9058;48,4145;55,2714;19,1636;37,2485;23,4321;16,7169;51,9225;52,793;26,3787;15,2031;14,1052;25,8343;52,8365;10,9813;25,5656;13,1163;20,04;26,0903;22,73;7,50506;41,3543;45,3;;48,792;30,3785;26,6293;48,8171;47,0591;42,2892;19,239;23,1973;22,2273;19,0318;23,0278;27,8786;10,7704
11.12.2021 15:00;16,7236;24,5326;13,9066;42,8787;49,8203;11,1836;33,1755;16,192;70,966;47,8675;53,6162;37,318524;41,119727;35,5;24,992382;59,693424;27,2;33,794467;36,5;32,70016;36,1;45,256937;36,103929;24,296632;22,2;10,10064;34;20,7;44,4;32;51,7;36,8;45,2;39,3;40,8;29,6;40,5;45;44,8;30,2638;14,5838;7,8;12,5;27,5222;18,6975;31,6181;34,9432;61,0305;50,1826;40,2561;53,7283;20,8799;44,9254;33,7988;16,4533;32,4817;34,6555;49,4325;29,6726;23,1;21,620369;13,30008;22,267281;20,994547;36,922534;34,32;38,514114;32,747715;65,15028;29,215718;22,735204;52,931917;33,4286;13,1816;26,1936;10,7;27,3;3;17;15,9;22,6999;14,4546;28,4952;8,4336;24,8887;44,8717;34,8755;28,9575;37,3136;33,4045;34,7029;19,2421;23,8153;22,3539;21,111;37,6792;12;42,6;48,8;27;48,3216;53,0713;49,4571;37,5085;57,4739;25,0254;34,1223;23,174;19,0942;50,9989;47,7724;28,4978;18,0642;19,5624;24,9245;45,6671;12,1647;24,8101;16,2329;22,113;27,5286;22,2546;7,85516;46,2308;53,0386;;53,6403;39,9109;32,0621;58,5943;50,5556;51,4694;21,9253;28,2486;22,289;20,5312;22,6666;26,375;14,1142
11.12.2021 16:00;9,93231;33,2688;40,877;52,4674;54,4642;12,1115;33,6901;7,01916;71,2475;47,6704;52,9688;39,580994;42,646832;43,3;26,730954;62,021812;34,7;37,403528;44,7;40,679711;41,3;61,286608;46,018043;27,298877;20,5;9,89021;36;23;44,6;34,3;58,6;45,2;55,2;66,2;54;38,8;49,1;60,4;54,2;27,5392;14,6693;10,3;12,6;28,1489;24,4266;39,1365;37,3777;57,6415;55,6854;42,4273;59,8918;25,5594;45,0555;37,2351;16,2817;36,1071;36,9032;52,802;31,1922;21,2;21,586929;15,080032;30,048276;21,002005;38,016199;35,96;42,187169;36,241139;73,49647;30,222374;26,755493;55,779631;47,1127;29,1952;36,5754;10,1;25,2;2,1;14;16,8;22,6994;16,1901;26,7457;9,8044;29,3955;46,7203;32,9795;32,9089;42,8565;36,5472;38,1699;19,3006;27,4585;23,6075;23,2201;40,9616;17;47,3;50,1;28;60,8285;70,7849;42,4326;48,346;59,0115;26,7951;39,4573;42,2032;35,9136;53,2582;53,2375;30,0651;12,4158;32,9294;20,9162;53,4234;11,5262;32,3545;13,1593;22,4765;25,7823;21,9083;8,44489;50,3921;58,4673;;56,0675;46,4481;34,4218;;46,5234;51,9156;25,7169;27,985;29,0697;24,8533;22,4051;31,864;17,3169
11.12.2021 17:00;11,591;54,1771;42,2223;47,9349;53,4506;14,7835;34,6485;7,80574;74,7672;46,998;47,271;41,462951;43,991179;45,8;28,59575;68,467281;39,1;46,159262;43;45,66263;46,7;72,910505;42,722133;29,826143;20,7;7,63287;30,9;23,2;43,6;36;54,6;48,3;56,8;58,5;52,3;44,1;43,8;59,6;53,8;27,8238;16,1054;14,2;9,2;39,4791;28,6177;34,3225;40,8914;59,3193;56,6977;40,4383;57,9809;20,2035;42,5912;36,012;17,4173;38,0456;40,066;56,263;31,8173;25,2;23,893504;13,786688;27,480674;23,942502;34,222694;39,88;44,546993;35,935044;55,87105;27,329591;24,834804;54,573777;52,8088;40,084;38,2014;9,3;22,1;3,9;12,9;15,2;25,0634;19,4018;29,5085;10,4327;27,228;45,8615;29,1891;35,5579;42,8714;39,0963;39,3889;21,6775;28,1466;23,1818;24,1699;36,3215;19;45,4;48,4;27;58,26;93,2328;50,4078;51,1704;55,7938;37,446;64,7227;53,5652;50,1517;54,885;46,0781;32,0589;16,3465;52,2629;21,2328;49,0683;12,1481;32,7127;13,0478;21,2437;24,6988;22,1574;9,22104;46,9607;57,9019;;54,6209;46,6891;34,117;54,5918;42,7942;48,4352;26,3112;32,9193;32,4588;26,0924;20,5706;33,6119;19,4588
11.12.2021 18:00;12,2065;53,3963;30,421;40,7596;48,77;18,1698;33,6733;31,1189;76,224;43,8167;42,2223;46,806576;44,491339;46,4;30,640016;72,337771;40,3;44,04563;39,7;49,086528;49,1;74,798075;40,303769;31,486367;22,3;6,10247;28,3;23,2;42,9;41,1;50,6;45,5;54;56,8;50,3;34,6;42,2;61,3;52,6;24,8555;14,9773;11,7;6,7;27,4441;27,7769;28,8016;36,1895;58,6193;55,9754;34,8967;54,9073;14,0436;41,1997;34,7225;11,6765;37,0843;40,6289;52,2722;41,825;28,7;26,707057;12,573376;25,800321;18,648837;34,089014;39,42;45,633761;36,008581;56,6182;25,996311;21,90818;51,693103;50,832;37,7891;36,7286;9,6;20,5;4,7;13,9;13,2;35,5876;14,474;27,7527;11,8035;21,3152;45,4518;27,4551;31,3153;42,0063;39,3247;39,8083;25,8042;27,2693;22,5118;24,5821;40,749;17;40,8;43,5;28;61,4288;60,4199;50,2641;42,921;63,2086;53,1224;50,9285;52,1005;55,7394;43,7162;46,8815;30,5044;26,9204;53,2349;19,9278;37,9532;11,3764;30,7593;12,649;16,3546;24,48;20,6177;7,52612;45,2574;46,2835;;51,9342;43,8793;34,8233;52,1455;41,0909;39,3532;24,4141;23,4948;28,6266;25,6224;20,8235;36,0911;18,1353
11.12.2021 19:00;6,56188;46,0325;28,2976;40,058;45,5909;19,0749;32,1124;48,6976;72,2906;42,2271;40,0861;39,092462;41,884523;46,7;31,868484;74,367442;43,5;45,803528;43,9;48,404731;47,1;63,36263;37,591099;30,179551;22,5;4,72511;28,7;25,3;39,5;43,9;50,4;43,3;49,2;52,8;48,8;34,7;40,3;49,5;49,1;23,8294;11,6568;9,9;4,3;29,3487;25,0629;29,1336;36,3377;56,335;53,6741;34,936;56,9303;16,2983;40,4296;32,2183;9,06713;33,5269;36,8671;49,106;48,5414;28,2;28,467121;9,840016;26,760305;16,522133;35,656856;37,85;47,007057;37,04162;69,82318;26,536247;22,081877;46,078268;48,825;34,9375;25,0097;10,4;20,4;4;15,4;13,4;25,6634;17,3886;25,9522;12,4732;23,3404;45,0923;32,113;28,8613;42,213;39,2904;39,2425;23,4305;28,289;21,2513;28,8645;41,7114;19;38,6;42,3;27;61,6458;67,7271;43,9426;40,7203;45,0507;48,2378;65,903;35,1589;47,6761;43,6749;41,181;33,8431;39,1371;52,4747;16,6615;23,1788;8,54292;22,4517;13,8964;14,469;24,2102;20,7829;6,86839;38,3217;48,6231;46,3865;48,9276;39,5755;27,9755;51,5635;40,3571;30,4289;22,654;26,2661;27,1646;27,1318;22,8368;31,7939;15,5637
11.12.2021 20:00;8,23753;44,1417;34,7299;42,1872;44,284;21,1632;31,7406;52,025;63,5225;34,6364;38,5964;41,506255;42,815237;39,9;33,019567;76,606095;42,5;45,35814;44,8;45,248917;45,8;60,905774;41,316199;27,832959;22,1;5,08858;28,3;23,8;37,2;48,4;50,4;42,3;47,9;47,6;46,2;35,4;38,6;47,1;45,8;27,7521;10,9887;9,5;5,2;21,4675;20,6961;28,1569;37,6373;54,1675;53,6481;33,9391;58,4015;14,6037;39,1028;28,5759;7,50779;32,5444;36,4459;39,6846;26,3585;28,8;29,413713;8,940016;28,080914;18,222775;33,130313;32,95;45,813713;34,968244;64,18861;31,717081;23,608901;47,184443;48,2816;33,1403;28,9453;10,1;18,3;3,5;12,1;10,7;16,9245;19,081;23,4353;11,8572;23,5328;45,6866;33,1949;31,6155;43,4086;42,0672;39,0066;21,3076;26,274;21,6812;31,7356;30,5692;19;37,6;41,5;27;54,004;62,0949;42,3428;44,1157;30,2171;45,324;63,4735;38,6298;55,3661;51,0477;40,331;24,42;44,1258;50,1168;14,5477;16,9748;9,80697;21,4877;13,0701;14,3755;27,7649;21,4957;6,56582;29,1212;42,9246;55,9586;48,0582;38,652;27,8925;45,9326;38,1586;29,7645;19,7844;24,8592;23,7794;26,5704;19,5993;27,7198;13,8015
