Nr;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135
12.10.2016 09:00;5,09867;8,10141;8,67387;5,37962;11,5171;10,5059;9,92994;6,28623;6,24875;8,00513;17,4066;42,8575;10,26;11,9925;7,4021;10,2064;14,7;12,7;3,8;21,5;5,7;3,8;;5,1;3,3;9,0;5,37553;9,1;5,9;7,6;5,3;9,8;15,2;28,3;12,58754;13,7;8,3;8,88;11,9;15,5812;4,58322;6,13858;8,09201;2,66671;11,1209;10,9695;55,3821;18,7497;13,4005;42,2568;;15,7729;6,5163;7,81123;27,736;5,31383;9,10537;8,652;3,49;3,54;;8,64;16,86;6,4;;15,37;6,37;19,38;14,512279;23,674203;9,17;10,9138;12,0314;12,4461;6,0;7,9;0,1913;6,2;10,834;5,37378;25,7021;4,60633;17,9269;13,2496;5,03448;19,5741;11,165;17,0041;7,92996;3,84513;17,8746;12,9761;2,5118;7,3543;2,85545;7,6;13,9143;39,3;5,8;9,0;23,7;26,1041;17,0189;22,824;12,573;24,3722;27,2763;38,7419;23,6034;30,0606;12,476;27,2518;27,5626;29,0751;17,4358;5,02126;6,5725;4,68865;4,60048;6,25496;12,3983;13,9411;3,7;5,73276;9,88102;5,03414;4,81928;;13,8574;9,73611;10,0218;20,6953;14,4046;29,2494;5,94951
12.10.2016 10:00;4,59995;7,85431;8,66041;4,64563;12,5225;9,22115;10,3505;6,44928;6,26593;6,78168;18,4779;36,7614;9,10006;8,78086;7,26294;9,36349;12,8;10,9;3,6;20,4;5,2;3,4;;6,3;3,1;6,9;4,49555;11,2;4,9;6,3;5,1;9,4;15,4;26,7;12,20494;14,3;9,0;7,81;12,3;12,8869;4,90316;5,1693;7,3288;2,59342;11,2691;11,5659;57,1699;13,5655;16,3364;39,6788;20,291;14,809;6,58062;7,37904;34,0782;4,61476;7,19231;8,166;3,39;3,84;;7,24;15,76;6,3;12,426005;14,37;6,67;19,78;14,209245;27,282899;8,87;11,0009;11,5524;13,1779;6,3;6,7;0,24869;6,8;11,3857;3,7045;18,5554;3,55738;16,9836;13,6501;4,64991;;6,85263;15,8804;9,39658;3,7342;15,5023;13,0409;2,6756;7,3288;3,0178;7,4;11,7178;39,3;4,2;9,0;;25,3313;16,1915;25,027;12,7175;19,4839;29,1954;27,8286;30,1761;23,9201;14,8399;24,6722;25,834;26,2077;16,3391;4,46529;6,50027;4,3652;5,23782;6,4067;11,1863;13,5327;3,5;5,51043;9,86333;6,81721;4,84864;6,67398;12,5976;8,48705;9,99445;22,7241;;24,3451;5,21286
12.10.2016 11:00;4,60261;7,52255;9,00795;5,20383;14,5105;8,97578;11,9374;5,20011;6,24385;7,62156;17,412;34,364;8,5015;6,3898;8,23222;9,38208;12,6;10,3;4,0;17,9;4,7;3,4;;6,7;4,8;5,9;3,97904;13,0;5,4;6,1;5,0;9,9;15,9;26,4;12,4345;12,8;8,5;7,8;13,6;14,2111;5,06069;4,38167;9,60355;2,76332;11,0386;10,7672;62,2823;13,2382;14,8982;42,3868;19,291;11,5516;6,37469;9,14071;38,6877;5,70554;12,0982;8,128;3,19;5,14;;8,24;16,26;6,2;13,096658;13,07;6,57;19,18;15,706211;30,191594;9,67;11,9149;9,49718;11,2463;6,0;7,0;0,70781;6,4;14,1512;4,88038;;3,07248;17,8715;13,8307;4,50816;16,5316;12,0569;15,8025;;3,6722;16,0165;12,958;2,4734;6,50399;3,1515;7,0;14,3186;29,4;5,6;10,0;;21,4691;15,6083;37,0131;9,5908;19,8505;30,1632;27,6693;27,6762;17,0354;12,1237;22,1691;25,2207;19,8227;14,0824;2,86534;6,22409;4,43903;6,88851;6,25484;12,0307;13,282;3,1;5,47331;10,0164;6,65985;5,14477;6,75867;11,7583;9,73615;11,1023;19,7834;9,13906;24,9474;5,42105
12.10.2016 12:00;4,29456;6,87778;9,50834;5,2272;13,8243;9,2323;11,6862;4,66316;7,06967;6,93539;19,0203;42,303;9,29922;7,29109;7,97888;9,67366;14,0;13,5;4,0;15,2;5,2;3,7;;8,2;3,9;6,4;3,46253;12,2;6,3;5,6;4,9;10,9;16,8;29,0;12,6258;13,0;8,1;7,88;11,7;15,7836;4,92898;4,88782;10,4305;2,56474;11,6287;11,2207;60,9726;17,398;9,86539;49,3891;19,1087;11,7445;7,46113;8,94219;35,0581;5,12778;10,0699;6,973;3,99;4,04;;9,54;;6,2;14,36731;13,17;7,37;20,98;;25,101739;9,57;10,1129;9,39248;10,7895;7,0;8,1;0,59303;6,4;14,7279;6,74936;21,6555;2,58226;;10,0327;7,63774;16,3005;9,22235;16,4355;9,99708;4,62278;15,7833;14,1977;2,9664;6,88588;3,56852;6,7;11,0764;29,3;6,2;10,0;;18,9384;14,1355;32,5252;11,2702;21,3696;23,1262;26,2045;20,8753;16,8009;13,435;19,1195;19,6054;17,0376;10,7964;3,47665;5,77424;4,40344;5,26012;6,26559;12,053;13,8413;2,9;6,04228;10,0968;6,07507;5,51623;6,37573;13,9119;10,8203;8,09838;14,0357;9,85678;21,8042;4,22764
12.10.2016 13:00;4,00617;7,83004;9,19944;6,10778;17,7264;10,4363;12,6992;4,88888;7,66582;7,35663;24,4515;43,2181;11,0577;8,54505;11,1199;9,68322;14,8;13,7;4,4;25,7;5,9;3,7;;8,4;3,8;6,7;3,51992;12,0;5,6;4,7;4,7;10,2;17,9;29,7;13,88838;13,8;10,1;9,05;11,6;15,7618;4,8943;4,59942;9,11546;2,32945;13,0319;13,2161;53,7442;22,2996;12,761;44,8173;41,6609;17,2717;8,49322;8,84683;33,3812;6,17193;8,92745;8,234;3,99;5,04;;9,44;;6,7;16,037962;15,17;7,47;24,88;;31,553913;9,97;8,98852;7,97312;10,0123;7,6;7,9;0,09565;8,4;12,9271;5,60672;21,041;3,3323;17,1515;10,1602;4,02754;15,3183;10,3163;14,2337;10,1322;4,37206;15,8863;13,3468;3,0875;7,13388;3,4316;6,5;14,3982;27,2;6,1;9,0;;19,9294;14,6677;26,1875;13,213;21,6039;21,9498;37,2096;23,9813;13,6794;10,0954;22,2498;20,1537;15,1443;13,2263;6,20072;7,50248;4,01626;5,37803;5,88324;11,182;14,3326;2,9;5,98744;10,8315;6,5689;6,18112;7,06801;14,3336;11,4429;10,7221;15,8393;8,63389;23,5373;4,85276
12.10.2016 14:00;4,49108;8,53321;9,99466;7,36651;18,4736;11,0859;14,1773;5,75565;8,06874;8,99547;23,8729;42,7676;11,9261;11,0551;8,73966;12,9453;16,5;17,6;4,6;26,2;6,1;4,2;;8,2;4,0;7,1;4,03643;13,7;7,6;4,2;5,3;10,3;19,1;34,5;12,97014;15,2;13,4;9,96;14,6;18,762;4,88872;6,36643;10,781;2,71899;16,0937;9,4197;47,1266;24,7268;12,949;46,0511;44,0874;21,3762;8,83768;9,70061;33,1091;5,93756;;8,344;4,19;3,74;;8,14;17,16;7,5;17,908614;14,77;7,47;22,78;;28,606087;9,77;12,2766;10,0272;9,54791;7,8;8,7;0,66955;7,4;13,1869;5,58017;24,873;3,54597;19,0051;12,9182;3,91488;15,9066;11,0691;14,6393;12,9614;5,02778;17,075;14,8151;3,3957;7,26719;3,48575;6,3;14,0831;28,5;7,0;10,0;17,7;20,9869;14,2157;26,1327;14,1217;19,3362;25,2594;27,3219;26,9135;19,9259;17,0922;28,6014;16,8999;20,4271;14,4181;6,01377;6,80353;4,57074;4,98342;6,46032;12,3706;14,0654;2,9;6,28079;9,62677;6,6215;5,80897;9,17992;15,4984;11,3901;10,9032;16,807;9,11072;29,0831;6,14442
12.10.2016 15:00;5,07264;10,8341;11,6066;7,46848;18,4179;13,1158;16,6276;6,61658;7,85409;9,13525;19,718;37,5878;14,1748;13,5635;8,39998;14,7792;18,9;20,4;4,5;23,0;7,3;4,3;;10,3;4,1;8,5;4,32338;11,3;7,3;4,1;6,1;11,4;20,3;34,4;15,53356;15,0;13,6;11,96;15,0;20,0962;4,99021;8,21151;12,4769;3,71565;17,0561;9,8605;46,297;20,9941;10,2515;48,5212;40,1507;19,6341;7,65753;10,6161;34,9303;6,69221;;8,946;4,79;3,74;;9,34;18,26;7,7;18,079266;17,67;8,07;23,68;;28,358261;11,77;14,1201;12,8055;14,3453;7,8;11,0;0,87998;8,3;15,9523;5,93785;18,5623;4,196;21,5441;15,3326;4,04978;19,436;9,50094;15,8794;8,25901;5,24507;16,8096;17,518;3,5146;8,05218;4,34525;7,1;13,2745;28,1;7,4;11,0;17,7;28,1425;15,2004;32,2104;13,8763;22,9037;23,0874;27,0521;28,2201;27,9639;18,318;24,2596;26,6586;27,6255;9,82502;4,65731;6,01005;5,35626;6,15292;7,13317;13,3011;15,3996;2,9;6,38868;13,6613;6,78464;6,76184;10,4706;14,7171;11,0113;13,3357;17,0683;8,6321;32,1866;
12.10.2016 16:00;6,25065;12,3529;12,287;8,13556;19,9225;15,9721;16,7653;7,52531;8,31959;9,86469;19,1073;42,2695;14,2099;16,3354;9,44009;13,7691;18,1;20,9;4,9;23,2;8,0;4,7;;7,8;3,9;9,2;4,22773;11,8;7,2;4,6;5,9;9,7;20,6;38,3;14,19446;16,7;12,5;10,4;13,9;16,8884;5,42704;6,03926;14,0962;4,00139;18,7233;11,8873;54,6869;17,4856;12,906;48,5563;23,7271;15,4389;7,9797;10,4183;33,1261;6,97549;12,5756;9,662;4,99;4,44;;12,14;21,76;7,9;17,249918;20,97;9,27;26,88;;26,010435;12,97;15,5616;15,2864;13,9741;7,8;12,3;0,47825;9,2;15,3614;6,26499;17,7593;4,52635;22,7651;17,3169;4,40072;18,3953;9,50547;15,9486;8,74154;6,13589;17,6423;17,7545;4,3021;10,6438;4,50919;7,9;14,473;34,4;6,6;10,0;8,3;29,4799;22,9137;29,209;14,6002;17,8189;25,3616;31,2007;28,8962;27,6218;12,5087;28,6779;27,259;28,6218;16,1373;5,30155;10,2998;5,25269;5,19639;6,82814;14,8037;16,2642;2,9;7,44712;15,9158;7,74341;7,1881;10,4006;18,9192;13,0099;14,0282;22,8447;8,34412;30,6403;6,92038
12.10.2016 17:00;7,14504;12,2207;12,9662;8,38465;18,5011;17,3535;18,9392;7,69208;9,4572;10,9309;20,2454;43,9537;15,0299;18,616;9,8059;15,0921;18,8;20,6;5,3;24,0;8,3;6,3;;9,6;4,0;8,7;4,28512;12,1;6,9;4,4;6,7;11,1;20,1;34,8;14,29011;16,3;11,4;10,45;14,9;15,0517;5,44506;5,77371;13,6193;4,04831;19,6538;13,7063;53,8122;17,8935;15,9578;47,868;18,8347;16,8861;8,04572;10,2042;37,6455;6,42328;19,0717;8,815;5,09;4,84;;11,14;23,96;7,7;16,820571;19,37;8,47;27,28;;31,362609;12,37;11,4656;15,0638;15,0214;6,1;8,8;;12,4;14,3062;6,76689;25,0196;4,56087;19,2673;15,3311;4,51796;18,2454;9,17825;15,5783;9,10836;6,02557;18,7168;17,0099;4,992;13,7722;4,02055;7,6;14,4476;28,2;8,0;11,0;6,0;22,1447;17,1368;27,8055;16,4087;20,7857;22,5462;33,9906;23,5941;23,7675;13,5423;25,9437;26,8031;30,6761;19,7382;5,57667;13,6368;4,73167;5,35572;6,68619;14,204;17,3535;3,1;8,19494;16,9203;8,0858;7,09109;11,188;20,8573;15,2836;16,2228;23,942;8,22504;27,1217;7,63207
12.10.2016 18:00;7,54443;11,6508;14,6821;9,80909;16,8888;14,493;16,5739;9,53982;9,86476;11,8681;20,0085;40,4186;15,16;16,38;9,05757;15,0788;19,7;19,8;5,9;21,8;9,2;6,2;;8,7;3,8;8,3;4,03643;11,3;4,8;4,2;6,7;11,3;17,8;32,3;13,35274;12,7;10,8;10,69;13,9;16,9451;5,68815;6,43229;12,4997;4,22871;20,75;13,0223;53,7978;16,6029;14,0256;37,1751;19,1605;15,825;7,45256;9,29741;30,3477;6,38501;14,6162;10,689;5,09;4,24;;11,44;22,36;8,2;15,491223;16,67;6,47;27,28;;31,314783;12,17;9,60514;13,2976;13,1142;5,1;8,3;0,51651;10,3;14,629;6,22993;14,7001;5,04471;16,9214;14,1727;4,4077;12,7028;6,40048;13,6729;6,87909;5,61891;14,8787;15,5568;5,0803;13,8684;3,20815;7,0;13,8125;25,6;7,5;9,0;5,2;18,8651;13,0467;31,3467;13,7213;19,8081;26,4961;34,8405;23,9037;22,1454;12,1194;23,559;18,3;22,8712;17,157;4,8756;6,00049;4,541;5,6473;6,53024;14,2348;20,102;2,9;7,91174;15,7711;7,06587;7,63532;9,73035;19,5699;15,5891;23,3413;24,6637;7,33203;27,4669;9,79581
12.10.2016 19:00;7,50301;12,1796;12,8112;9,03686;16,407;12,2681;12,9021;9,09953;9,38324;11,7089;18,3626;44,2338;14,2805;14,5439;9,34756;16,1352;17,9;16,7;5,4;15,7;9,3;5,2;;8,2;3,7;7,2;18,40306;9,6;4,4;3,6;7,2;10,2;17,1;30,8;11,57365;11,9;8,5;8,17;12,6;14,7702;5,91637;6,05945;11,4847;3,99449;16,0268;11,1267;51,9597;15,9359;11,0551;37,7238;23,763;13,3686;6,41617;8,51502;22,8076;6,28815;9,37411;8,038;5,19;4,44;;10,84;21,26;7,0;15,661875;14,37;6,17;25,98;;28,366957;11,27;9,57328;8,92186;11,8379;3,1;6,0;0,5739;6,9;14,0031;4,43531;11,72;4,6894;18,6195;12,308;4,18758;11,0071;7,63805;12,7143;6,68146;5,12259;13,9208;12,5741;4,1633;10,9685;2,56325;6,6;15,5951;16,2;5,8;8,0;4,6;21,2397;13,5598;31,804;11,608;17,3743;27,1791;35,1147;18,4025;22,7082;11,2309;21,9039;18,8525;23,2499;16,0805;3,82931;6,40201;4,3498;6,71856;5,64071;13,6506;17,0274;2,9;7,20504;14,7838;6,7492;8,61395;9,21392;18,1953;15,3103;19,6299;23,2127;7,30155;21,5153;9,60833
12.10.2016 20:00;6,93312;12,2033;11,1495;7,70802;14,9715;11,6712;11,6226;8,02084;8,24039;11,2538;17,994;32,9868;13,8662;11,3398;7,21461;14,5965;16,1;17,2;4,8;15,7;8,4;5,3;;7,8;3,6;5,6;6,42768;7,5;2,4;3,2;7,0;8,4;15,9;24,0;9,96673;10,9;8,2;7,04;10,9;12,5252;6,06619;5,77318;10,7083;3,46823;14,3676;10,6137;38,9729;16,7913;11,3955;27,9795;10,7919;11,8847;5,83391;6,72992;16,7045;5,75761;9,43625;5,968;4,99;3,94;;8,54;19,06;6,5;12,032527;12,47;4,87;21,18;;30,31913;8,77;8,63799;8,8058;14,11;3,6;5,5;0,51651;6,2;9,26876;4,53994;10,7911;4,41853;15,2402;10,8118;4,03281;16,4856;7,24909;11,3311;5,86683;3,8864;14,4493;9,93921;3,6409;10,3882;2,87945;7,0;14,0942;14,4;4,8;8,0;4,3;17,1342;13,1843;24,2325;10,2956;15,1991;23,8952;20,3187;29,5335;24,9478;16,124;21,8959;16,9209;26,9231;12,0318;3,84365;9,61417;4,01201;4,4523;5,20054;10,2085;17,1421;3,1;7,78995;13,8204;5,6622;8,21633;8,04543;15,8723;12,5331;21,1012;17,883;8,21536;19,5364;8,82654
12.10.2016 21:00;6,81628;10,686;9,29302;6,94746;10,2616;10,5128;10,5968;7,52531;6,96445;10,5031;15,2105;34,7618;13,1705;9,86114;6,16089;12,002;13,1;16,6;4,7;12,4;6,3;4,5;;6,4;3,5;4,7;3,73035;5,8;1,4;2,9;6,3;7,8;13,0;20,0;8,97197;9,5;7,2;6,56;9,3;12,3372;6,48019;5,13638;9,81334;3,29183;12,1306;8,144;30,3227;10,8339;11,3196;20,9157;5,67031;8,28586;5,3127;5,37144;11,3721;5,26381;8,75696;5,342;4,39;2,74;;6,54;16,46;5,6;10,428808;11,37;3,77;19,28;;26,371304;7,07;;9,79373;;2,9;5,2;;6,8;8,72908;4,1432;11,4874;2,93567;9,81724;7,8546;4,13806;17,8466;10,5951;9,68411;5,83775;3,35595;11,9083;10,5601;3,5639;7,14876;2,91636;6,6;12,0585;13,5;4,2;7,0;3,6;15,5844;11,9367;18,189;9,17494;13,5059;16,4315;21,6587;15,5924;24,2009;8,00756;21,006;19,3761;34,0644;14,2492;4,03113;6,80884;3,84949;4,99722;5,6456;8,38678;11,4566;2,7;7,20864;13,4624;4,08674;7,88971;7,90512;14,2715;11,4824;14,4648;15,587;6,27959;15,5175;7,9757
12.10.2016 22:00;6,55391;9,85075;9,21182;6,59534;10,1851;10,5436;8,82939;7,27463;5,97695;9,42788;12,82;29,1553;11,6005;8,90461;6,61977;11,9537;11,2;14,5;4,5;12,8;4,6;3,9;;5,4;3,8;4,7;3,02254;5,1;0,3;2,6;5,9;6,8;11,5;17,3;8,76154;7,8;6,2;6,06;9,2;9,94824;6,3258;5,33735;9,01827;2,98325;10,5017;6,57988;32,6432;8,5648;10,1368;17,558;3,18568;6,61658;4,89816;4,69165;11,7746;5,28059;5,96969;5,352;3,79;2,14;;4,74;12,46;5,3;8,427504;8,37;2,97;20,08;;23,523478;4,87;6,87364;7,09644;11,0864;2,5;4,1;;6,7;7,86083;3,17392;14,7314;2,10289;7,87849;6,9395;4,30272;12,5522;10,4518;7,41166;4,37302;3,21283;11,2347;8,4436;4,1393;5,02962;2,78382;5,8;8,12546;9,8;3,7;6,0;2,8;12,257;11,7439;16,678;8,08245;13,3393;15,1547;20,9104;12,6983;17,866;7,32774;13,5874;15,2629;24,6197;9,56956;3,76983;6,09662;3,55473;3,60412;4,1949;8,35172;9,46281;2,3;6,92117;10,8426;3,11929;7,4445;6,10877;13,2448;11,097;15,1006;15,1213;5,56782;12,9432;7,02607
12.10.2016 23:00;5,13691;8,86115;7,94645;5,64093;8,60453;9,20681;7,30364;7,00429;6,11708;8,91011;14,51;19,0828;10,6339;6,27402;5,95057;11,0954;8,5;13,4;4,7;9,0;6,6;3,9;;4,5;3,5;4,0;2,65907;4,6;1,4;2,2;5,7;6,0;8,8;11,6;6,35116;6,6;4,3;4,65;8,6;8,28746;6,13348;4,48009;7,84717;2,51959;8,77555;6,4232;24,8395;7,24526;11,3366;14,1276;2,10385;5,51134;4,7165;4,41059;10,0903;4,87846;4,13098;3,326;2,99;2,04;;3,34;9,36;3,8;7,026199;6,67;3,27;10,08;;10,275652;4,07;4,70618;6,19092;8,86177;2,9;3,3;;5,9;5,32932;2,9551;17,5097;2,05456;6,5821;6,03661;4,18486;12,9403;;6,51083;3,74604;2,94689;8,49946;6,75095;3,5327;7,28791;2,85704;4,4;4,53148;5,9;2,5;5,0;3,1;8,22213;8,36766;14,3825;7,79512;11,0848;13,9842;17,5245;11,5942;11,5037;6,57781;12,1958;16,4485;10,5404;7,26029;3,50321;3,82453;2,71823;3,87817;3,35389;7,11317;8,81326;2,3;6,57437;8,82894;2,41526;7,09866;5,80711;11,301;9,55324;7,45733;11,8873;4,89087;12,087;6,93472
13.10.2016 00:00;3,92491;7,87268;7,02252;5,48266;6,59003;8,62206;6,73407;6,99208;5,48447;7,77028;11,4045;15,5265;9,94028;4,37104;5,51453;11,5209;7,2;12,4;4,3;8,3;3,4;4,2;;5,0;3,6;4,0;2,44864;4,1;0,8;2,2;5,7;5,5;7,4;9,6;5,47118;6,0;3,6;3,92;7,1;9,7273;5,7531;4,13364;7,13176;2,28484;7,48973;5,25263;15,0772;7,2527;9,80112;10,5484;3,70352;4,13576;3,90741;4,21485;7,81378;4,40289;3,71247;2,786;2,49;1,54;;2,94;5,26;3,5;6,224895;17,47;2,67;8,38;;7,027826;2,17;4,22924;5,77715;7,92365;2,9;2,6;;4,5;5,02137;3,07566;24,9314;1,64242;4,78634;4,77363;4,15143;14,1613;3,81701;6,07482;4,03471;3,02884;7,0247;5,38334;3,2165;4,27442;2,89683;3,9;3,056;4,5;3,3;4,0;2,0;7,88806;7,85726;8,00066;7,63154;12,3549;12,2543;13,5428;8,9216;9,67002;7,5694;9,47396;8,29371;9,26895;9,89035;3,32369;3,92013;2,74531;3,00396;2,99473;7,17;8,57054;2,1;5,88883;8,06794;1,98954;6,39032;9,79118;9,45739;8,12335;6,96818;11,0232;4,41997;9,51167;5,84169
13.10.2016 01:00;4,33121;7,51841;5,69906;5,36369;5,8709;8,32145;6,11963;6,46681;5,03234;7,14821;8,80742;11,5511;8,90036;3,65086;4,91065;10,3078;6,6;11,6;3,6;6,5;3,6;3,3;;3,6;3,2;3,6;2,1043;3,3;0,1;2,3;4,5;4,4;6,6;6,8;4,55294;4,8;3,3;3,41;5,9;9,33056;5,56233;3,83092;7,19921;2,1101;7,28313;4,12083;11,4492;6,98768;7,32508;7,77918;3,26988;3,68591;3,42326;4,50706;6,28436;3,77983;3,26155;3,507;2,19;1,34;;3,54;5,66;2,9;5,023591;22,97;2,67;7,18;;6,08;2,47;3,57172;5,76227;7,08449;3,2;1,9;;5,2;4,08346;3,01087;22,193;1,36677;4,3192;4,56543;4,44448;8,97542;3,30621;4,60048;4,9698;2,60688;6,62465;4,95952;2,8299;4,23083;2,87455;3,3;2,70902;3,7;3,1;5,0;2,2;6,74511;7,39625;7,24382;9,66357;9,31105;11,2866;14,1546;7,96932;7,94629;5,14806;10,2515;7,67612;8,70863;9,78466;3,03158;4,61536;2,79471;2,51481;2,96125;6,34518;6,41582;2,2;5,48013;6,47153;1,77076;5,74041;13,1799;8,93406;6,98716;5,39503;9,39323;4,41819;7,82539;5,38175
13.10.2016 02:00;4,48789;7,4102;5,52479;5,28243;5,45292;8,23275;5,58056;6,49283;4,96551;6,7959;7,55612;9,45218;8,39421;2,99016;4,81293;9,30719;6,7;8,5;3,6;7,8;3,0;2,7;;3,4;2,5;3,3;1,95126;3,1;0,2;1,6;4,4;4,2;5,4;6,1;8,09199;4,6;3,5;3,36;5,1;7,18944;5,02219;4,11558;6,12052;1,98795;6,8423;3,80429;10,43;7,25748;7,11423;6,0876;2,9312;3,68272;3,28491;2,99746;4,50856;3,60008;4,01095;3,817;2,19;1,34;;3,34;6,16;2,5;4,822286;13,97;2,67;8,08;;5,332174;3,07;2,86322;5,28417;7,42759;3,9;3,3;;5,1;;2,93173;14,6725;1,31313;4,79336;3,99289;4,33251;6,64939;3,55728;4,77034;4,0385;2,77958;5,66941;5,27916;2,6665;4,1756;2,46867;3,1;3,1133;4,2;2,1;4,0;2,5;6,76158;6,64048;8,23966;6,27773;9,44399;11,5963;10,2812;8,42608;7,76284;4,57552;8,86106;7,07418;5,99306;8,70385;2,0724;3,25311;2,60032;2,98006;3,334;6,54382;7,72448;2,6;4,94511;5,8022;1,29414;5,15358;10,4116;8,49607;6,16098;7,93002;8,97896;4,84329;6,25702;5,04396
13.10.2016 03:00;4,06459;7,06111;5,34809;4,47727;5,54214;7,36386;5,62791;6,35474;5,08042;6,02702;8,16743;13,2523;8,14193;2,68264;4,34502;9,81812;6,1;11,9;3,4;7,7;1,7;2,5;;3,1;2,1;2,8;1,913;3,2;0,4;1,6;4,2;4,0;6,0;7,1;4,51468;4,1;2,1;2,92;5,2;9,19566;4,8039;4,16126;6,44397;1,93011;6,80778;3,01028;12,8534;8,80089;6,1423;7,69633;2,59277;4,20162;4,25902;3,21774;5,56148;3,35873;4,01732;3,81;1,99;1,04;;3,14;6,46;2,6;4,920982;13,87;2,47;10,48;;5,084348;4,17;3,22013;4,4554;7,06431;4,0;6,6;;4,3;4,2145;2,83532;7,27091;1,06191;7,04732;3,89251;4,02992;7,47777;4,05002;4,65324;4,93198;4,34923;5,68281;4,72621;2,295;3,58819;2,23948;3,1;3,25655;5,2;2,5;4,0;3,1;6,34731;6,17257;7,20983;11,9813;9,50565;12,8019;11,3206;7,30331;7,00865;4,34396;8,22532;11,8832;5,6813;7,74785;1,84933;3,20158;2,49728;4,58455;4,56108;6,67978;8,43776;2,5;4,12442;5,08786;1,23202;4,96462;9,57746;7,76931;5,85253;7,2093;10,924;3,74835;6,69253;4,96217
13.10.2016 04:00;3,37149;6,66378;5,40258;4,90747;6,47265;7,24329;6,34083;6,02492;4,81319;5,99693;8,52274;16,6785;7,61029;3,45647;4,23614;10,533;6,1;10,9;3,6;13,5;2,0;2,6;;2,7;2,0;3,0;1,89387;3,9;0,8;1,7;4,3;5,1;7,0;10,3;4,72511;5,6;2,1;3,87;5,4;10,4453;4,68074;3,6243;7,90134;1,89341;6,27136;3,3555;15,1823;9,0298;5,80345;8,61356;2,8373;5,62659;5,01871;3,51999;7,32503;3,36203;4,26164;3,859;1,89;1,14;;2,94;8,96;3,7;6,319678;17,97;2,47;8,98;;5,436522;4,37;3,19782;4,77998;5,83744;3,6;8,8;;5,4;4,34429;2,70357;9,57593;0,95834;6,44933;4,73486;3,90559;10,0309;4,07726;6,51482;4,82325;4,23159;6,99701;6,02864;2,0433;3,60648;2,30473;3,4;3,95211;6,2;1,5;5,0;3,5;7,37076;6,80938;8,73359;9,0342;9,49867;12,496;13,9194;9,22168;7,50555;5,66855;8,72562;9,07889;6,01749;8,37509;1,63901;3,23075;2,29493;4,59199;4,89198;9,36668;6,89648;2,0;4,2852;5,69206;1,44465;3,71821;7,27949;8,32232;7,04622;;;4,52113;11,2654;4,70246
13.10.2016 05:00;3,841;6,71959;7,0676;4,7322;6,88693;8,73625;11,8389;5,47894;4,47697;7,25491;10,8543;27,0644;6,40467;7,63578;4,0476;12,7769;13,9;14,6;0,8;19,3;3,5;2,6;;3,9;1,9;3,9;2,08517;7,0;1,0;2,3;4,0;7,7;12,9;20,9;7,25027;8,9;4,7;5,68;5,5;12,5866;4,50674;3,71618;9,04004;1,9683;7,87054;4,48517;30,1714;10,3863;5,847;17,5569;3,30444;7,89603;6,06322;4,20405;11,3571;3,58855;3,85693;6,163;2,39;1,34;;3,74;11,26;4,1;10,518373;16,37;3,27;16,18;;9,188696;7,37;5,21339;5,20202;6,42166;4,1;8,7;0,26782;12,2;4,99968;3,15852;8,84353;0,978;7,98208;5,7121;3,95051;15,9375;5,52749;10,1633;5,91121;4,75733;9,91842;10,465;1,7204;7,61242;2,72016;4,2;7,61772;14,7;1,8;5,0;7,1;9,16857;8,50203;18,6739;7,67296;15,4344;15,1181;18,0588;16,218;8,06896;7,48973;10,226;12,3053;10,6833;10,6621;1,91946;3,6259;3,33856;3,93022;10,8368;11,3371;12,103;2,0;4,65147;7,14262;2,43152;3,60552;9,65708;12,7878;11,3049;11,0365;15,6911;4,79139;12,608;6,50027
